origin_id	chr	insert_position	LTR	insert_orientation	count	inserted_gene	gene_id	gene_orientation	exon_intron	nearest_gene	nearest_gene_id	nearest_gene_orientation	nearest_gene_distance	comment	pubmed_id
  PT1_Y11.4	chr5	132391448	5LTR	-	1	HSPA4	3308	+	intronic				0		24968937
  PT2_Y12.9	chr2	20455530	3LTR	+	1	PUM2	23369	-	intronic				0		24968937
  PT1_Y11.4	chr4	104785620	3LTR	+	1	not found				TACR3	6870	-	144647		24968937
  PT1_Y11.4	chr3	152114365	3LTR	-	1	MBNL1	4154	+	intronic				0		24968937
  PT1_Y11.4	chr1	53232338	3LTR	-	1	ZYG11B	79699	+	intronic				0		24968937
  PT1_Y11.4	chr7	33230226	5LTR	+	1	BBS9	27241	+	intronic				0		24968937
  PT5_Y14.5	chr16	21977026	3LTR	-	2	UQCRC2	7385	+	intronic				0		24968937
  PT1_Y0.2	chr4	25842215	3LTR	-	1	SEL1L3	23231	-	intronic				0		24968937
  PT1_Y11.4	chr2	113409191	3LTR	-	1	SLC20A1	6574	+	intronic				0		24968937
  PT1_Y11.4	chr7	99161199	5LTR	-	1	ZNF655	79027	+	intronic				0		24968937
  PT3_Y7.2	chr9	98654262	3LTR	+	2	ERCC6L2			intronic				0		24968937
  PT4_Y12.2	chr11	128125228	3LTR	-	1	not found				ETS1	2113	-	203428		24968937
  PT1_Y11.4	chrX	13041037	3LTR	-	29	not found				FAM9C	171484	-	12699		24968937
  PT1_Y11.4	chr1	93815739	3LTR	-	3	DR1	1810	+	intronic				0		24968937
  PT3_Y7.2	chr17	73825137	3LTR	-	1	UNC13D	201294	-	intronic				0		24968937
  PT2_Y12.9	chr3	69079256	3LTR	-	1	TMF1	7110	-	intronic				0		24968937
  PT3_Y7.2	chr1	27772803	5LTR	+	1	WASF2	10163	-	intronic				0		24968937
  PT3_Y7.2	chr7	7635692	3LTR	+	1	MIOS	54468	+	intronic				0		24968937
  PT3_Y7.2	chr17	36944192	3LTR	+	1	PIP4K2B	8396	-	intronic				0		24968937
  PT1_Y11.4	chr11	66999189	3LTR	+	1	KDM2A	22992	+	exonic				0		24968937
  PT3_Y7.2	chr16	89176532	3LTR	+	1	ACSF3	197322	+	intronic				0		24968937
  PT4_Y12.2	chr12	133627862	3LTR	+	1	ZNF84	7637	+	intronic				0		24968937
  PT1_Y11.4	chr11	20415724	5LTR	-	1	PRMT3	10196	+	intronic				0		24968937
  PT1_Y11.4	chr12	13010873	3LTR	-	2	not found				RPL13AP20	387841	+	17538		24968937
  PT3_Y7.2	chr11	71766841	3LTR	-	1	NUMA1	4926	-	intronic				0		24968937
  PT3_Y7.2	chr4	41944481	5LTR	+	1	TMEM33	55161	+	intronic				0		24968937
  PT1_Y11.4	chr1	37953704	5LTR	+	1	not found				MEAF6	64769	-	1857		24968937
  PT4_Y12.2	chr17	79510021	3LTR	+	2	FAAP100			intronic				0		24968937
  PT5_Y14.5	chr6	36564436	3LTR	-	1	SRSF3	6428	+	intronic				0		24968937
  PT1_Y11.4	chr3	105959465	3LTR	-	1	not found				CBLB	868	-	371578		24968937
  PT1_Y11.4	chr11	71744572	5LTR	-	1	NUMA1	4926	-	intronic				0		24968937
  PT1_Y0.2	chr15	39975096	3LTR	-	3	FSIP1	161835	-	intronic				0		24968937
  PT3_Y7.2	chrUn	46196	3LTR	-	2	not found				NONE			0		24968937
  PT1_Y11.4	chr21	46279097	3LTR	-	1	PTTG1IP	754	-	intronic				0		24968937
  PT2_Y12.9	chr1	218476558	3LTR	-	1	RRP15	51018	+	intronic				0		24968937
  PT4_Y12.2	chr11	72847866	3LTR	-	1	FCHSD2	9873	-	intronic				0		24968937
  PT1_Y11.4	chr19	10772549	3LTR	-	1	ILF3	3609	+	intronic				0		24968937
  PT1_Y0.2	chr16	18839551	3LTR	-	1	SMG1	23049	-	intronic				0		24968937
  PT5_Y14.5	chr3	47159811	3LTR	+	1	SETD2	29072	-	intronic				0		24968937
  PT1_Y11.4	chr19	39878352	5LTR	+	1	PAF1	54623	-	intronic				0		24968937
  PT1_Y11.4	chr15	42031493	3LTR	-	1	MGA	23269	+	intronic				0		24968937
  PT3_Y0	chr19	11836334	3LTR	-	1	ZNF823	55552	-	intronic				0		24968937
  PT1_Y4.8	chr5	50035002	5LTR	-	1	PARP8	79668	+	intronic				0		24968937
  PT1_Y11.4	chr8	145746807	5LTR	-	1	LRRC14	9684	+	exonic				0		24968937
  PT4_Y12.2	chr7	99977926	3LTR	-	1	PILRA	29992	+	intronic				0		24968937
  PT1_Y11.4	chr12	39997835	3LTR	-	1	ABCD2	225	-	intronic				0		24968937
  PT3_Y7.2	chr6	90729358	3LTR	-	1	BACH2	60468	-	intronic				0		24968937
  PT1_Y11.4	chr1	194485604	3LTR	+	2	not found				LINC01031			1150521		24968937
  PT3_Y7.2	chr3	52952495	3LTR	-	1	SFMBT1	51460	-	intronic				0		24968937
  PT1_Y11.4	chr17	7177955	3LTR	-	1	not found				SLC2A4	6517	+	7099		24968937
  PT1_Y11.4	chr6	90750362	5LTR	-	2	BACH2	60468	-	intronic				0		24968937
  PT3_Y0	chr19	56169789	3LTR	-	1	U2AF2	11338	+	intronic				0		24968937
  PT1_Y11.4	chr1	229626148	3LTR	-	1	NUP133	55746	-	intronic				0		24968937
  PT4_Y12.2	chr19	8527192	3LTR	-	18	HNRNPM	4670	+	intronic				0		24968937
  PT3_Y7.2	chr1	25886637	3LTR	+	1	LDLRAP1	26119	+	intronic				0		24968937
  PT1_Y0.2	chr17	44176870	3LTR	-	1	KANSL1			intronic				0		24968937
  PT1_Y0.2	chr4	153257937	5LTR	+	1	FBXW7	55294	-	intronic				0		24968937
  PT1_Y0.2	chr11	117902092	5LTR	-	1	TMPRSS4-AS1			ncRNA_intronic				0		24968937
  PT2_Y12.9	chr12	46659299	3LTR	+	1	SLC38A1	81539	-	intronic				0		24968937
  PT3_Y7.2	chr11	64502062	5LTR	-	1	RASGRP2	10235	-	intronic				0		24968937
  PT1_Y0.2	chr6	90563739	5LTR	-	1	CASP8AP2	9994	+	intronic				0		24968937
  PT1_Y11.4	chr9	131320636	3LTR	+	1	MIR1268A			ncRNA_intronic				0		24968937
  PT1_Y11.4	chr11	75677218	3LTR	-	1	UVRAG	7405	+	intronic				0		24968937
  PT1_Y0.2	chr14	31387214	3LTR	-	1	STRN3	29966	-	intronic				0		24968937
  PT1_Y0.2	chr6	26408131	3LTR	-	1	BTN3A1	11119	+	exonic				0		24968937
  PT1_Y0.2	chr11	62507520	5LTR	+	1	not found				TTC9C	283237	+	1412		24968937
  PT1_Y11.4	chr12	57015152	3LTR	-	1	BAZ2A	11176	-	intronic				0		24968937
  PT1_Y11.4	chr17	7750774	5LTR	-	1	KDM6B	23135	+	intronic				0		24968937
  PT4_Y12.2	chr16	48621036	3LTR	+	1	MIR5095			ncRNA_intronic				0		24968937
  PT1_Y11.4	chr19	12286745	5LTR	+	1	ZNF136	7695	+	intronic				0		24968937
  PT1_Y11.4	chr18	19305669	3LTR	-	1	not found				MIB1	57534	+	15621		24968937
  PT3_Y7.2	chrX	76923119	3LTR	-	1	ATRX	546	-	intronic				0		24968937
  PT4_Y12.2	chr5	70764843	3LTR	-	1	BDP1	55814	+	intronic				0		24968937
  PT1_Y11.4	chr19	13275518	3LTR	+	1	not found				IER2	9592	+	9800		24968937
  PT1_Y11.4	chr22	40862945	3LTR	-	3	MKL1	57591	-	intronic				0		24968937
  PT1_Y11.4	chr6	38207629	5LTR	-	1	BTBD9	114781	-	intronic				0		24968937
  PT1_Y11.4	chr11	4061854	3LTR	+	1	STIM1	6786	+	intronic				0		24968937
  PT1_Y11.4	chr13	41813656	3LTR	-	1	MTRF1	9617	-	intronic				0		24968937
  PT1_Y11.4	chr6	20704413	5LTR	-	2	CDKAL1	54901	+	intronic				0		24968937
  PT1_Y11.4	chr12	44932820	3LTR	-	1	NELL2	4753	-	intronic				0		24968937
  PT1_Y11.4	chr17	40421408	3LTR	+	1	STAT5B	6777	-	intronic				0		24968937
  PT1_Y0.2	chr17	74767214	5LTR	-	1	MFSD11	79157	+	intronic				0		24968937
  PT1_Y0.2	chr12	6927712	3LTR	+	2	CD4	920	+	intronic				0		24968937
  PT1_Y11.4	chr16	31403841	5LTR	+	1	not found				ITGAD	3681	+	792		24968937
  PT1_Y0.2	chr11	118636877	3LTR	+	1	DDX6	1656	-	intronic				0		24968937
  PT1_Y11.4	chr10	17225938	3LTR	-	2	TRDMT1	1787	-	intronic				0		24968937
  PT1_Y11.4	chr17	7394577	3LTR	-	1	POLR2A	5430	+	intronic				0		24968937
  PT1_Y11.4	chr3	196805647	5LTR	-	1	DLG1	1739	-	intronic				0		24968937
  PT3_Y7.2	chr13	30829171	3LTR	+	1	KATNAL1	84056	-	intronic				0		24968937
  PT1_Y11.4	chr17	27816579	5LTR	-	1	TAOK1	57551	+	intronic				0		24968937
  PT1_Y11.4	chr6	150015152	3LTR	+	1	LATS1	9113	-	intronic				0		24968937
  PT1_Y0.2	chr17	65094293	3LTR	-	1	HELZ	9931	-	intronic				0		24968937
  PT1_Y11.4	chr5	176708256	3LTR	-	2	NSD1	64324	+	intronic				0		24968937
  PT3_Y7.2	chr6	149847786	3LTR	+	1	PPIL4	85313	-	splicing				0		24968937
  PT1_Y4.8	chr17	44126355	5LTR	+	1	KANSL1			intronic				0		24968937
  PT5_Y14.5	chr9	95288554	3LTR	+	1	CENPP	401541	+	intronic				0		24968937
  PT1_Y11.4	chr1	170043990	3LTR	+	1	not found				KIFAP3	22920	-	111		24968937
  PT5_Y14.5	chr22	40644783	3LTR	-	1	TNRC6B	23112	+	intronic				0		24968937
  PT1_Y4.8	chr19	10723114	3LTR	-	1	SLC44A2	57153	+	intronic				0		24968937
  PT1_Y11.4	chr16	3022933	5LTR	+	1	PAQR4	124222	+	UTR3				0		24968937
  PT1_Y11.4	chr17	76723234	3LTR	+	1	CYTH1	9267	-	intronic				0		24968937
  PT1_Y11.4	chr19	7697357	3LTR	+	1	PCP2	126006	-	exonic				0		24968937
  PT1_Y11.4	chr3	48965861	5LTR	-	1	ARIH2	10425	+	intronic				0		24968937
  PT1_Y11.4	chr11	66559737	5LTR	-	1	C11orf80			intronic				0		24968937
  PT2_Y12.9	chr17	78694956	3LTR	-	1	RPTOR	57521	+	intronic				0		24968937
  PT1_Y11.4	chr6	170891487	5LTR	+	2	PDCD2	5134	-	UTR3				0		24968937
  PT5_Y14.5	chr10	51575520	3LTR	-	2	NCOA4	8031	+	intronic				0		24968937
  PT3_Y7.2	chr7	143104764	3LTR	-	1	EPHA1	2041	-	exonic				0		24968937
  PT1_Y11.4	chr8	124547911	5LTR	-	1	FBXO32	114907	-	intronic				0		24968937
  PT1_Y11.4	chr16	50794055	3LTR	-	1	CYLD	1540	+	intronic				0		24968937
  PT4_Y12.2	chr1	101402728	3LTR	-	1	SLC30A7	148867	+	intronic				0		24968937
  PT5_Y14.5	chr16	47538351	3LTR	-	1	PHKB	5257	+	intronic				0		24968937
  PT1_Y11.4	chrX	39836137	5LTR	+	1	not found				BCOR	54880	-	74362		24968937
  PT1_Y4.8	chr13	49006193	5LTR	-	1	LPAR6	10161	-	intronic				0		24968937
  PT3_Y0	chr8	145706371	3LTR	-	1	not found				FOXH1	8928	-	4653		24968937
  PT1_Y11.4	chr14	98084562	3LTR	-	1	not found				LOC100129345	100129345	-	14422		24968937
  PT5_Y14.5	chrX	57089384	3LTR	-	1	not found				SPIN2B	474343	-	56731		24968937
  PT1_Y0.2	chr11	64960843	3LTR	-	1	CAPN1	823	+	intronic				0		24968937
  PT1_Y11.4	chr15	91334357	5LTR	-	1	BLM	641	+	intronic				0		24968937
  PT4_Y12.2	chr15	63422970	3LTR	+	1	LACTB	114294	+	UTR3				0		24968937
  PT3_Y0	chr10	69805753	3LTR	+	1	HERC4	26091	-	intronic				0		24968937
  PT2_Y12.9	chr7	129517105	3LTR	+	1	UBE2H	7328	-	intronic				0		24968937
  PT1_Y11.4	chrX	129901094	3LTR	-	1	ENOX2	10495	-	intronic				0		24968937
  PT1_Y11.4	chr20	39704652	5LTR	-	1	TOP1	7150	+	intronic				0		24968937
  PT1_Y11.4	chr1	121484798	3LTR	+	1	not found				NONE			0		24968937
  PT1_Y11.4	chr19	35640612	3LTR	-	1	FXYD7	53822	+	intronic				0		24968937
  PT3_Y7.2	chr17	29580861	3LTR	+	1	NF1	4763	+	intronic				0		24968937
  PT1_Y11.4	chr1	161153754	3LTR	-	1	not found				ADAMTS4	9507	-	5784		24968937
  PT1_Y11.4	chr11	59327807	3LTR	+	1	not found				OSBP	5007	-	14064		24968937
  PT1_Y11.4	chr16	2308799	3LTR	-	1	RNPS1	10921	-	intronic				0		24968937
  PT1_Y11.4	chr7	7787147	3LTR	-	1	UMAD1			intronic				0		24968937
  PT1_Y11.4	chr19	47416639	3LTR	+	1	not found				ARHGAP35	2909	+	5294		24968937
  PT1_Y0.2	chr17	47793802	5LTR	-	1	FAM117A	81558	-	intronic				0		24968937
  PT1_Y0.2	chr17	38389928	5LTR	+	1	WIPF2	147179	+	intronic				0		24968937
  PT1_Y11.4	chr1	112117465	3LTR	-	1	not found				TMIGD3			10840		24968937
  PT4_Y12.2	chr19	50081319	3LTR	+	1	NOSIP	51070	-	intronic				0		24968937
  PT1_Y11.4	chr19	19485664	5LTR	+	1	not found				GATAD2A	54815	+	10978		24968937
  PT5_Y14.5	chr9	139350705	3LTR	+	1	SEC16A	9919	-	intronic				0		24968937
  PT1_Y4.8	chr19	47603706	5LTR	+	1	ZC3H4	23211	-	intronic				0		24968937
  PT1_Y11.4	chr21	34123366	3LTR	-	1	PAXBP1			intronic				0		24968937
  PT1_Y11.4	chr3	169872893	5LTR	-	1	PHC3	80012	-	intronic				0		24968937
  PT1_Y11.4	chr9	139709745	5LTR	+	2	RABL6			intronic				0		24968937
  PT1_Y0.2	chr18	44695088	5LTR	+	1	IER3IP1	51124	-	intronic				0		24968937
  PT4_Y12.2	chr4	20732380	3LTR	-	1	KCNIP4	80333	-	intronic				0		24968937
  PT1_Y11.4	chr9	77998950	3LTR	+	1	not found				MIR548H3			119562		24968937
  PT4_Y12.2	chr17	41576726	3LTR	-	1	DHX8	1659	+	intronic				0		24968937
  PT3_Y0	chr22	39094499	3LTR	-	1	JOSD1	9929	-	intronic				0		24968937
  PT4_Y12.2	chr8	95754151	3LTR	-	1	DPY19L4	286148	+	intronic				0		24968937
  PT1_Y11.4	chr16	56971954	3LTR	-	1	HERPUD1	9709	+	intronic				0		24968937
  PT5_Y14.5	chr17	76063654	3LTR	-	1	TNRC6C	57690	+	intronic				0		24968937
  PT5_Y14.5	chr1	27056289	3LTR	+	1	ARID1A	8289	+	exonic				0		24968937
  PT1_Y11.4	chr21	47990524	3LTR	+	1	not found				DIP2A	23181	+	598		24968937
  PT1_Y11.4	chr8	117680357	3LTR	+	1	EIF3H	8667	-	intronic				0		24968937
  PT1_Y11.4	chr17	33573066	5LTR	-	1	SLFN5	162394	+	intronic				0		24968937
  PT1_Y11.4	chr15	78336567	5LTR	+	1	TBC1D2B	23102	-	intronic				0		24968937
  PT3_Y7.2	chr11	117911525	3LTR	+	1	TMPRSS4-AS1			ncRNA_intronic				0		24968937
  PT1_Y11.4	chr20	37167981	5LTR	-	2	RALGAPB	57148	+	intronic				0		24968937
  PT3_Y7.2	chr10	6991619	3LTR	-	1	not found				LINC00707			106751		24968937
  PT1_Y11.4	chr7	129586459	5LTR	+	3	UBE2H	7328	-	intronic				0		24968937
  PT1_Y11.4	chr5	40254713	3LTR	+	1	not found				LINC00603			201287		24968937
  PT1_Y11.4	chr22	31333612	3LTR	+	1	MORC2	22880	-	exonic				0		24968937
  PT1_Y11.4	chr3	16424668	5LTR	+	1	RFTN1	23180	-	intronic				0		24968937
  PT1_Y11.4	chr19	36503870	3LTR	+	1	ALKBH6	84964	-	intronic				0		24968937
  PT1_Y11.4	chr19	19555089	3LTR	-	1	GATAD2A	54815	+	intronic				0		24968937
  PT4_Y12.2	chr2	174805953	3LTR	+	1	SP3	6670	-	intronic				0		24968937
  PT1_Y0.2	chr16	48316018	3LTR	-	1	MIR548AE2			ncRNA_intronic				0		24968937
  PT1_Y0.2	chr15	63942897	5LTR	-	1	HERC1	8925	-	intronic				0		24968937
  PT1_Y11.4	chr2	161334915	3LTR	-	1	RBMS1	5937	-	intronic				0		24968937
  PT1_Y11.4	chr12	124073996	5LTR	-	1	TMED2	10959	+	intronic				0		24968937
  PT1_Y11.4	chr3	5240691	3LTR	-	1	EDEM1	9695	+	intronic				0		24968937
  PT1_Y11.4	chr6	27796637	3LTR	+	1	not found				HIST1H4K	8362	-	2315		24968937
  PT1_Y11.4	chr16	83022343	5LTR	-	1	LOC101928417			ncRNA_intronic				0		24968937
  PT1_Y11.4	chr18	48375221	3LTR	+	1	not found				MRO	83876	-	23467		24968937
  PT1_Y11.4	chr12	122998029	3LTR	-	5	RSRC2	65117	-	intronic				0		24968937
  PT5_Y14.5	chr1	29071157	3LTR	+	1	YTHDF2	51441	+	intronic				0		24968937
  PT1_Y11.4	chr9	134337508	5LTR	+	1	PRRC2B	84726	+	intronic				0		24968937
  PT1_Y11.4	chr10	103691570	3LTR	+	1	C10orf76			intronic				0		24968937
  PT1_Y0.2	chr5	176580379	5LTR	+	1	NSD1	64324	+	intronic				0		24968937
  PT1_Y11.4	chr17	40508544	5LTR	+	1	STAT3	6774	-	intronic				0		24968937
  PT1_Y0.2	chr16	53511739	3LTR	-	1	RBL2	5934	+	intronic				0		24968937
  PT1_Y11.4	chr16	87814835	3LTR	-	1	not found				LOC102724467			2081		24968937
  PT1_Y11.4	chr16	4094604	3LTR	-	1	ADCY9	115	-	intronic				0		24968937
  PT3_Y7.2	chr8	145613294	3LTR	+	1	ADCK5	203054	+	intronic				0		24968937
  PT4_Y12.2	chrX	24097640	3LTR	+	1	not found				EIF2S3	1968	+	713		24968937
  PT3_Y7.2	chr1	151647994	3LTR	-	1	SNX27	81609	+	intronic				0		24968937
  PT1_Y11.4	chr12	53029299	5LTR	+	1	not found				KRT2	3849	-	9043		24968937
  PT1_Y11.4	chr2	61744349	5LTR	-	1	XPO1	7514	-	intronic				0		24968937
  PT3_Y7.2	chr5	130678766	3LTR	-	1	CDC42SE2	56990	+	intronic				0		24968937
  PT1_Y0.2	chr12	14946436	5LTR	-	1	WBP11	51729	-	intronic				0		24968937
  PT4_Y12.2	chr10	49615286	3LTR	+	1	MAPK8	5599	+	intronic				0		24968937
  PT1_Y0.2	chr19	50262155	3LTR	+	1	TSKS	60385	-	intronic				0		24968937
  PT1_Y11.4	chr1	51305870	5LTR	+	1	FAF1	11124	-	intronic				0		24968937
  PT4_Y12.2	chr9	88529024	3LTR	+	1	not found				NAA35	60560	+	27033		24968937
  PT5_Y14.5	chrX	19682765	3LTR	+	1	SH3KBP1	30011	-	intronic				0		24968937
  PT1_Y11.4	chr18	12611931	5LTR	-	1	SPIRE1	56907	-	intronic				0		24968937
  PT5_Y14.5	chr7	5804715	3LTR	+	1	RNF216	54476	-	intronic				0		24968937
  PT1_Y11.4	chrX	78396521	3LTR	-	1	not found				GPR174	84636	+	29948		24968937
  PT3_Y7.2	chr17	79211652	3LTR	-	1	ENTHD2			intronic				0		24968937
  PT4_Y12.2	chr7	150163000	3LTR	-	1	GIMAP8	155038	+	intronic				0		24968937
  PT1_Y0.2	chr16	48316013	5LTR	-	1	MIR548AE2			ncRNA_intronic				0		24968937
  PT1_Y0.2	chr7	129456358	3LTR	-	1	not found				UBE2H	7328	-	14215		24968937
  PT1_Y11.4	chr16	67622138	5LTR	-	1	CTCF	10664	+	intronic				0		24968937
  PT1_Y11.4	chr11	104581194	5LTR	+	1	not found				LOC102723895			101164		24968937
  PT5_Y14.5	chr6	32926762	3LTR	+	1	not found				HLA-DMA	3108	-	5863		24968937
  PT5_Y14.5	chr3	50148455	3LTR	-	1	RBM5	10181	+	intronic				0		24968937
  PT2_Y12.9	chr4	143265241	3LTR	-	1	INPP4B	8821	-	intronic				0		24968937
  PT2_Y12.9	chr10	6390931	3LTR	-	1	not found				LOC399715	399715	+	12988		24968937
  PT1_Y0.2	chr22	50814767	5LTR	+	1	PPP6R2	9701	+	intronic				0		24968937
  PT1_Y11.4	chr19	47087033	5LTR	+	1	PPP5D1			intronic				0		24968937
  PT1_Y11.4	chr13	108927255	3LTR	+	4	TNFSF13B	10673	+	intronic				0		24968937
  PT3_Y7.2	chr11	67270284	3LTR	+	1	PITPNM1	9600	-	intronic				0		24968937
  PT1_Y11.4	chr16	14307670	5LTR	+	3	MKL2	57496	+	intronic				0		24968937
  PT2_Y12.9	chr12	99745275	3LTR	+	1	ANKS1B	56899	-	intronic				0		24968937
  PT1_Y11.4	chr9	99234071	5LTR	-	1	HABP4	22927	+	intronic				0		24968937
  PT4_Y12.2	chr1	21346591	3LTR	+	1	EIF4G3	8672	-	intronic				0		24968937
  PT3_Y7.2	chr16	3676180	3LTR	+	5	not found				SLX4	84464	-	14595		24968937
  PT1_Y11.4	chr18	9207228	3LTR	-	1	ANKRD12	23253	+	intronic				0		24968937
  PT1_Y11.4	chr2	28080490	5LTR	+	1	RBKS	64080	-	intronic				0		24968937
  PT1_Y11.4	chr12	25393118	5LTR	+	1	KRAS	3845	-	intronic				0		24968937
  PT1_Y11.4	chr6	90721872	5LTR	-	2	BACH2	60468	-	intronic				0		24968937
  PT5_Y14.5	chr11	62333622	3LTR	-	1	EEF1G	1937	-	intronic				0		24968937
  PT1_Y11.4	chr20	56901557	3LTR	-	1	RAB22A	57403	+	intronic				0		24968937
  PT1_Y4.8	chr13	108927255	3LTR	+	1	TNFSF13B	10673	+	intronic				0		24968937
  PT1_Y11.4	chr1	112008565	3LTR	+	1	not found				ATP5F1	515	+	4040		24968937
  PT4_Y12.2	chr2	70514207	5LTR	+	1	SNRPG	6637	-	intronic				0		24968937
  PT5_Y14.5	chr19	42073036	3LTR	-	1	CEACAM21	90273	+	intronic				0		24968937
  PT1_Y11.4	chr17	28022895	3LTR	+	1	SSH2	85464	-	intronic				0		24968937
  PT1_Y11.4	chr9	132698162	5LTR	-	1	FNBP1	23048	-	intronic				0		24968937
  PT1_Y11.4	chr1	229441247	3LTR	-	1	RAB4A	5867	+	UTR3				0		24968937
  PT5_Y14.5	chr1	234529299	3LTR	-	1	TARBP1	6894	-	intronic				0		24968937
  PT1_Y11.4	chr3	51434782	3LTR	-	4	RBM15B	29890	+	UTR3				0		24968937
  PT1_Y11.4	chr21	47990523	3LTR	+	2	not found				DIP2A	23181	+	597		24968937
  PT1_Y11.4	chr12	48078258	5LTR	+	1	RPAP3	79657	-	intronic				0		24968937
  PT3_Y7.2	chr16	53488566	3LTR	+	1	RBL2	5934	+	splicing				0		24968937
  PT3_Y7.2	chr19	3534312	3LTR	+	1	FZR1	51343	+	intronic				0		24968937
  PT1_Y11.4	chr10	74813921	3LTR	-	1	P4HA1	5033	-	intronic				0		24968937
  PT3_Y7.2	chr8	22363313	5LTR	-	1	PPP3CC	5533	+	intronic				0		24968937
  PT5_Y14.5	chr22	28346435	3LTR	-	1	TTC28-AS1	284900	+	ncRNA_intronic				0		24968937
  PT1_Y11.4	chr5	31138107	5LTR	+	1	not found				CDH6	1004	+	55655		24968937
  PT1_Y11.4	chr1	150117310	3LTR	-	2	VPS45	11311	+	UTR3				0		24968937
  PT1_Y11.4	chr6	31131656	5LTR	-	1	TCF19	6941	+	UTR3				0		24968937
  PT1_Y4.8	chr12	112031791	5LTR	-	1	ATXN2	6311	-	intronic				0		24968937
  PT1_Y11.4	chr1	235903532	3LTR	-	1	LYST	1130	-	intronic				0		24968937
  PT1_Y0.2	chr6	5549091	3LTR	-	1	FARS2	10667	+	intronic				0		24968937
  PT1_Y11.4	chr1	42724513	5LTR	-	2	FOXJ3	22887	-	intronic				0		24968937
  PT5_Y14.5	chr19	2592121	3LTR	+	1	GNG7	2788	-	intronic				0		24968937
  PT1_Y11.4	chr19	19400800	3LTR	-	2	SUGP1	57794	-	intronic				0		24968937
  PT5_Y14.5	chr19	54701378	3LTR	-	1	not found				TSEN34	79042	+	2984		24968937
  PT4_Y12.2	chr15	91085403	3LTR	-	1	CRTC3	64784	+	intronic				0		24968937
  PT1_Y0.2	chr22	50205945	3LTR	+	1	BRD1	23774	-	intronic				0		24968937
  PT1_Y11.4	chr19	35485594	3LTR	+	1	not found				GRAMD1A	57655	+	5652		24968937
  PT1_Y11.4	chr15	80385160	3LTR	-	1	ZFAND6	54469	+	intronic				0		24968937
  PT1_Y11.4	chr7	115861303	3LTR	+	1	TES	26136	+	intronic				0		24968937
  PT4_Y12.2	chr3	49375155	3LTR	+	3	USP4	7375	-	intronic				0		24968937
  PT1_Y11.4	chr15	72834938	3LTR	+	1	ARIH1	25820	+	intronic				0		24968937
  PT5_Y14.5	chr1	224312720	3LTR	-	1	FBXO28	23219	+	intronic				0		24968937
  PT1_Y11.4	chrX	147016199	3LTR	+	4	FMR1	2332	+	intronic				0		24968937
  PT3_Y7.2	chr12	123902207	5LTR	-	1	RILPL2	196383	-	intronic				0		24968937
  PT1_Y4.8	chr2	70437382	3LTR	-	1	TIA1	7072	-	UTR3				0		24968937
  PT1_Y11.4	chr10	75763674	3LTR	-	1	VCL	7414	+	intronic				0		24968937
  PT1_Y11.4	chr19	48751064	5LTR	-	1	CARD8	22900	-	intronic				0		24968937
  PT1_Y11.4	chr12	12874085	5LTR	-	1	CDKN1B	1027	+	UTR3				0		24968937
  PT5_Y14.5	chr17	33949754	3LTR	-	1	AP2B1	163	+	intronic				0		24968937
  PT1_Y11.4	chr6	119176174	3LTR	+	1	MCM9	254394	-	intronic				0		24968937
  PT5_Y14.5	chr19	47677503	3LTR	+	1	SAE1	10055	+	intronic				0		24968937
  PT1_Y11.4	chr11	66559742	3LTR	-	4	C11orf80			intronic				0		24968937
  PT1_Y11.4	chr1	202735112	5LTR	+	1	KDM5B	10765	-	intronic				0		24968937
  PT5_Y14.5	chr17	34147364	3LTR	-	1	TAF15	8148	+	exonic				0		24968937
  PT1_Y11.4	chr16	14308336	5LTR	+	1	MKL2	57496	+	intronic				0		24968937
  PT3_Y7.2	chr2	32450173	3LTR	-	1	NLRC4	58484	-	intronic				0		24968937
  PT4_Y12.2	chr11	65964889	3LTR	-	1	PACS1	55690	+	intronic				0		24968937
  PT1_Y11.4	chr22	50298649	3LTR	-	2	ALG12	79087	-	intronic				0		24968937
  PT1_Y0.2	chr13	21958282	5LTR	+	1	MIPEPP3	650794	+	ncRNA_intronic				0		24968937
  PT1_Y11.4	chr16	14310594	5LTR	+	6	MKL2	57496	+	intronic				0		24968937
  PT1_Y11.4	chr6	25456566	5LTR	-	1	LRRC16A	55604	+	intronic				0		24968937
  PT3_Y7.2	chr15	91087208	3LTR	-	1	CRTC3	64784	+	intronic				0		24968937
  PT4_Y12.2	chr2	210522757	3LTR	+	1	MAP2	4133	+	intronic				0		24968937
  PT3_Y7.2	chr20	43561095	5LTR	-	1	PABPC1L	80336	+	intronic				0		24968937
  PT3_Y7.2	chr1	92291407	3LTR	+	1	TGFBR3	7049	-	intronic				0		24968937
  PT4_Y12.2	chr17	78735959	3LTR	-	1	RPTOR	57521	+	intronic				0		24968937
  PT1_Y11.4	chr15	41972653	5LTR	-	1	MGA	23269	+	intronic				0		24968937
  PT1_Y11.4	chr4	2000347	5LTR	+	1	NELFA			intronic				0		24968937
  PT1_Y11.4	chr7	104723889	5LTR	+	1	KMT2E			intronic				0		24968937
  PT1_Y11.4	chr2	208441534	5LTR	+	1	CREB1	1385	+	intronic				0		24968937
  PT1_Y11.4	chr11	47999905	5LTR	+	1	not found				PTPRJ	5795	+	2205		24968937
  PT5_Y14.5	chr19	18179987	3LTR	+	1	IL12RB1	3594	-	intronic				0		24968937
